Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,preset_Disease_Core,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_Nigeria_Mpox,preset_UK-CCP_Generic
presentation,MEDICATION PREVIOUS 14-DAYS: include all taken within 14 days prior to this most recent admission / presentation,drug14_ivfluid_vol2,number,Total intravenous fluid volume in the previous 24 hours (mL),,number,,,,[drug14_ivfluid_add] = '1',,,,,
presentation,MEDICATION PREVIOUS 14-DAYS: include all taken within 14 days prior to this most recent admission / presentation,drug14_hivprep,radio,HIV PREP/PEP,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,MEDICATION PREVIOUS 14-DAYS: include all taken within 14 days prior to this most recent admission / presentation,drug14_unlisted,list,Other pathogen-targeted medications,"1, Yes | 0, No | 99, Unknown",,,,drugs_Other,,1,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_steroid,list,Steroid,"1, Yes | 0, No | 99, Unknown",,,,drugs_Steroids,,,,,1,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_steroid_route,radio,Steroid administration route,"1, Oral | 2, Inhaled | 3, IV | 99, Unknown",,,,,[drug21_steroid] = '1',,,,1,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_immunusupp,list,Immunosuppressant agents (not steroids),"1, Yes | 0, No | 99, Unknown",,,,drugs_Immunosuppressants,,,,,1,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_aspirin,radio,Aspirin,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_antibiotic,list,Antibiotics,"1, Yes | 0, No | 99, Unknown",,,,drugs_Antibiotics,,,,,1,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_nsaid,list,NSAIDs,"1, Yes | 0, No | 99, Unknown",,,,drugs_NSAIDs,,,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_antiviral,list,Antiviral,"1, Yes | 0, No | 99, Unknown",,,,drugs_Antiviral,,,,,1,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_anticoagul,list,Anticoagulant,"1, Yes | 0, No | 99, Unknown",,,,drugs_Anticoagulant,,,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid,radio,Intravenous fluid,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_type,dropdown,Intravenous fluid type,"1, Crystalloid | 2, Albumin | 3, Gelatin | 4, Starches | 5, Fibrinogen concentrate | 88, Other fluid",,,,,[drug21_ivfluid] = '1',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_otyp,text,Specify other intravenous fluid type,,,,,,[drug21_ivfluid_type]='88',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_vol,number,Total intravenous fluid volume in the previous 24 hours (mL),,number,,,,[drug21_ivfluid] = '1',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_reas,checkbox,Indication/reason,"1, Shock | 88, Other | 99, Unknown",,,,,[drug21_ivfluid] = '1',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_oth,text,Specify other reason:,,,,,,[drug21_ivfluid_reas(88)]='1',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_add,radio,Additional intravenous fluid,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_agent2,dropdown,Intravenous fluid type,"1, Crystalloid | 2, Albumin | 3, Gelatin | 4, Starches, | 5, Fibrinogen concentrate | 88, Other fluid",,,,,[drug21_ivfluid_add] = '1',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_otyp2,text,Specify other intravenous fluid type,,,,,,[drug21_ivfluid_agent2]='88',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_ivfluid_vol2,number,Total intravenous fluid volume in the previous 24 hours (mL),,number,,,,[drug21_ivfluid_add] = '1',,,,,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_hivprep,radio,HIV PREP/PEP,"1, Yes | 0, No | 99, Unknown",,,,,,,,,1,
presentation,MEDICATION PREVIOUS 21-DAYS: include all taken within 21 days prior to this most recent admission / presentation,drug21_unlisted,list,Other pathogen-targeted medications,"1, Yes | 0, No | 99, Unknown",,,,drugs_Other,,,,,1,
presentation,VACCINATION,vacci_covid19,group,COVID-19,,,,,,,,,,,
presentation,VACCINATION,vacci_covid19_yn,radio,Vaccinated for COVID-19 ever?,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,VACCINATION,vacci_covid19_date,date_dmy,Date of most recent COVID-19 vaccine,,date_dmy,,today,,[vacci_covid19_yn] = '1',,,,,
presentation,VACCINATION,vacci_influenza,group,INFLUENZA,,,,,,,,,,,
presentation,VACCINATION,vacci_influenza_yn,radio,Vaccinated for influenza ever?,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,VACCINATION,vacci_influenza_date,date_dmy,Date of most recent influenza vaccine,,date_dmy,,today,,[vacci_influenza_yn] = '1',,,,,
presentation,VACCINATION,vacci_dengue,group,DENGUE,,,,,,,,1,,,
presentation,VACCINATION,vacci_dengue_yn,radio,Vaccinated for dengue?,"1, YES, once | 2, YES, twice | 3, YES, thrice | 0, No | 99, Unknown",,,,,,,1,,,
presentation,VACCINATION,vacci_dengue_date1,date_dmy,Date of first dengue vaccine,,date_dmy,,today,,[vacci_dengue_yn]='1' or [vacci_dengue_yn]='2' or [vacci_dengue_yn]='3',,1,,,
presentation,VACCINATION,vacci_dengue_type1,radio,Type of first dengue vaccine,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",,,,,[vacci_dengue_yn]='1' or [vacci_dengue_yn]='2' or [vacci_dengue_yn]='3',,1,,,
presentation,VACCINATION,vacci_dengue_date2,date_dmy,Date of second dengue vaccine,,date_dmy,,today,,[vacci_dengue_yn]='2' or [vacci_dengue_yn]='3',,1,,,
presentation,VACCINATION,vacci_dengue_type2,radio,Type of second dengue vaccine,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",,,,,[vacci_dengue_yn]='2' or [vacci_dengue_yn]='3',,1,,,
presentation,VACCINATION,vacci_dengue_date3,date_dmy,Date of third dengue vaccine,,date_dmy,,today,,[vacci_dengue_yn]='3',,1,,,
presentation,VACCINATION,vacci_dengue_type3,radio,Type of third dengue vaccine,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",,,,,[vacci_dengue_yn]='3',,1,,,
presentation,VACCINATION,vacci_mpox,group,MPOX,,,,,,,,,,1,
presentation,VACCINATION,vacci_mpox_1980,radio,Received smallpox vaccine prior to 1980?,"1, Yes | 0, No | 2, Don't know",,,,,,,,,1,
presentation,VACCINATION,vacci_mpox_date,text,"If yes, year vaccinated:",,number,,1980,,[vacci_mpox_1980]='1',,,,1,
presentation,VACCINATION,vacci_mpox_dateapr,text,Age when vaccinated,,number,,,,[vacci_mpox_1980]='1',,,,1,
presentation,VACCINATION,vacci_mpox_ageu,radio,Age units,"1, Years | 2, Months | 3, Days",,,,,[vacci_mpox_1980]='1',,,,1,
presentation,VACCINATION,vacci_mpox_estiyn,radio,Is the stated year or age an estimate?,"1, Yes | 0, No",,,,,[vacci_mpox_1980]='1',,,,1,
presentation,VACCINATION,vacci_mpox_agealt,radio,"If age or year not known, status when vaccinated:","1, Child | 2, Adult | 99, Unknown",,,,,[vacci_mpox_1980]='1',,,,1,
presentation,VACCINATION,vacci_mpox_scar,radio,Is a smallpox vaccination scar visible (usually on the upper arm if present)?,"1, Yes | 0, No | 99, Unknown",,,,,[vacci_mpox_1980]='1',,,,1,
presentation,VACCINATION,vacci_mpox_recent,radio,Received vaccination more recently to protect against mpox (or smallpox)?,"1, Yes | 0, No | 99, Unknown",,,,,,,,,1,
presentation,VACCINATION,vacci_mpox_type,checkbox,Vaccine type:,"1, Imvanex/Imvamune/Jyneos (MVA-BN) | 2, ACAM2000 | 3, LC16m8 | 88, Other",,,,,[vacci_mpox_recent]='1',,,,1,
presentation,VACCINATION,vacci_mpox_other,text,"If other, state name of vaccine:",,,,,,[vacci_mpox_type(88)]='1',,,,1,
presentation,VACCINATION,vacci_mpox_d1,radio,Is first vaccine date known?,"1, Yes | 0, No | 99, Unknown",,,,,[vacci_mpox_1980]='1' or [vacci_mpox_recent]='1',,,,1,
presentation,VACCINATION,vacci_mpox_d1dat,date_dmy,Date of first vaccine,,date_dmy,,today,,[vacci_mpox_d1]='1',,,,1,
presentation,VACCINATION,vacci_mpox_d1apr,text,"Approximate date of first vaccine (MM:YYYY or YYYY, if known)",,,,,,[vacci_mpox_d1]='0',,,,,
presentation,VACCINATION,vacci_mpox_d2,radio,Is second vaccine date known?,"1, Yes | 0, No | 99, Unknown",,,,,[vacci_mpox_1980]='1' and [vacci_mpox_recent]='1',,,,1,
presentation,VACCINATION,vacci_mpox_d2dat,date_dmy,Date of second vaccine,,date_dmy,,today,,[vacci_mpox_d2]='1',,,,1,
presentation,VACCINATION,vacci_mpox_d2apr,text,"Approximate date of second vaccine (MM:YYYY or YYYY, if known)",,,,,,[vacci_mpox_d2]='0',,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_feverplus,radio,Fever / chills / rigors,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_fever,radio,Fever,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_cough,radio,Cough,"1, Yes, non-productive | 2, Yes, productive | 3, Yes, with haemoptysis | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_sorethroat,radio,Sore throat,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_catarrh,radio,Catarrh,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_rhinorrhoea,radio,Runny nose (rhinorrhoea),"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_wheezing,radio,Wheezing,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_shortbreat,radio,Shortness of breath ,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_headache,radio,Headache,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_retroorbit,radio,Retro-orbital pain,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_convulsion,radio,Convulsions,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_seizconv,radio,Seizures / Convulsions,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_restlessne,radio,Restlessness,"1, Yes | 0, No | 99, Unknown",,,,,,,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_fatigue,radio,Fatigue / Malaise / Lethargy,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_myalgia,radio,Muscle aches / Myalgia,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_chestindrw,radio,Lower chest wall indrawing,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_lrt,radio,Lower Respiratory Tract symptoms,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_weight,radio,Weight loss,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_chestpain,radio,Chest pain,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_anosmia,radio,Loss of smell / anosmia,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_ageusia,radio,Loss of taste / ageusia,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_lymph,radio,Lymphadenopathy,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_lymphspec,checkbox,Specify sites:,"1, Lymph nodes | 2, Axillary (arm pits) | 3, Cervical (neck) | 4, Inguinal (groin) | 88, Other | 99, Unknown",,,,,[adsym_lymph]='1',,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_lymphoth,text,Specify other site:,,,,,,[adsym_lymphspec(88)]='1',,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_confusion,radio,Altered consciousness / confusion,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_encephalitis,radio,Encephalitis,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_ocular,radio,Ocular complications,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_phary,radio,Pharyngitis / tonsillitis,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_neurodist,radio,Psychological disturbance,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_seizures,radio,Seizures,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_keratitis,radio,Keratitis,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_conjunctiv,radio,Conjunctivitis,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_pruritus,radio,Pruritus,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_dta,radio,Deep tissue abscess,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_anorec,radio,Ano-rectitis,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_mobile,radio,Mobility status,"1, Fully ambulant | 2, Ambulant, but with some assistance | 3, Bedridden",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_bacsi_yn,radio,Bacterial super-infection,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_bacsi,checkbox,Specify bacterial super-infection,"1, Folliculitis/cellulitis | 2, Pneumonia | 3, Gastroenteritis | 4, CNS | 5, Bacteraemia | 6, Urinary tract | 88, Other",,,,,[adsym_bacsi_yn]='1',,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_bacsi_oth,text,Specify other bacterial super-infection,,,,,,[adsym_bacsi(88)]='1',,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_arthralgia,radio,Joint pain / Arthralgia,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_walk,radio,Inability to walk,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_abdpain,radio,Abdominal pain,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_diarrhoea,radio,Diarrhoea,"1, Yes | 0, No | 99, Unknown",,,,,,1,1,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_consti,radio,Constipation,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,
presentation,"SIGNS AND SYMPTOMS ON ADMISSION: first data, within 24 hours of presentation / admission",adsym_vomnau,radio,Vomiting / Nausea,"1, Yes | 0, No | 99, Unknown",,,,,,1,,,,
